NZ_KN234831.1_1224	GCF_000764285.1	F0129_50
NZ_CM002918.1_1155	GCF_000762955.1	F0129_51
NZ_CM002918.1_2458	GCF_000762955.1	F0129_51
NZ_AZLN01000022.1_6	GCF_000762245.1	F0129_51
NZ_KN234831.1_814	GCF_000764285.1	F0129_51
NZ_KN234831.1_2182	GCF_000764285.1	F0129_51
NZ_CM002918.1_549	GCF_000762955.1	F0129_52
NZ_JRTS01000019.1_38	GCF_000765455.1	F0129_52
NZ_KN234831.1_2756	GCF_000764285.1	F0129_52
NZ_CM002918.1_1463	GCF_000762955.1	F0129_53
NZ_CM002918.1_1968	GCF_000762955.1	F0129_53
NZ_JRTS01000095.1_4	GCF_000765455.1	F0129_53
NZ_AZLN01000004.1_4	GCF_000762245.1	F0129_53
NZ_AZLN01000023.1_47	GCF_000762245.1	F0129_53
NZ_KN234831.1_1337	GCF_000764285.1	F0129_53
NZ_KN234831.1_1904	GCF_000764285.1	F0129_53
NZ_CM002918.1_2643	GCF_000762955.1	F0129_54
NZ_KN234831.1_638	GCF_000764285.1	F0129_54
NZ_CM002918.1_621	GCF_000762955.1	F0129_55
NZ_KN234831.1_2678	GCF_000764285.1	F0129_55
NZ_CM002918.1_1760	GCF_000762955.1	F0129_56
NZ_JRTS01000019.1_24	GCF_000765455.1	F0129_56
NZ_AZLN01000003.1_64	GCF_000762245.1	F0129_56
NZ_KN234831.1_1554	GCF_000764285.1	F0129_56
NZ_CM002918.1_1928	GCF_000762955.1	F0129_57
NZ_JRTS01000155.1_11	GCF_000765455.1	F0129_57
NZ_AZLN01000003.1_297	GCF_000762245.1	F0129_57
NZ_KN234831.1_1379	GCF_000764285.1	F0129_57
NZ_CM002918.1_259	GCF_000762955.1	F0129_58
NZ_AZLN01000001.1_183	GCF_000762245.1	F0129_58
NZ_KN234831.1_5	GCF_000764285.1	F0129_58
NZ_AZLN01000001.1_50	GCF_000762245.1	F0129_59
NZ_AZLN01000026.1_4	GCF_000762245.1	F0129_59
NZ_JRTS01000117.1_12	GCF_000765455.1	F0129_60
NZ_JRTS01000019.1_4	GCF_000765455.1	F0129_60
NZ_AZLN01000029.1_3	GCF_000762245.1	F0129_60
NZ_CM002918.1_1115	GCF_000762955.1	F0129_61
NZ_KN234831.1_2217	GCF_000764285.1	F0129_61
NZ_CM002918.1_1632	GCF_000762955.1	F0129_62
NZ_KN234831.1_1734	GCF_000764285.1	F0129_62
NZ_CM002918.1_1599	GCF_000762955.1	F0129_63
NZ_AZLN01000005.1_3	GCF_000762245.1	F0129_63
NZ_KN234831.1_1767	GCF_000764285.1	F0129_63
NZ_CM002918.1_2285	GCF_000762955.1	F0129_64
NZ_AZLN01000007.1_5	GCF_000762245.1	F0129_64
NZ_KN234831.1_1005	GCF_000764285.1	F0129_64
NZ_CM002918.1_2342	GCF_000762955.1	F0129_65
NZ_AZLN01000003.1_167	GCF_000762245.1	F0129_65
NZ_KN234831.1_945	GCF_000764285.1	F0129_65
NZ_AZLN01000030.1_121	GCF_000762245.1	F0129_66
NZ_CM002918.1_133	GCF_000762955.1	F0129_67
NZ_AZLN01000030.1_122	GCF_000762245.1	F0129_67
NZ_KN234831.1_126	GCF_000764285.1	F0129_67
NZ_CM002918.1_1381	GCF_000762955.1	F0129_68
NZ_KN234831.1_1989	GCF_000764285.1	F0129_68
NZ_CM002918.1_1213	GCF_000762955.1	F0129_69
NZ_JRTS01000145.1_8	GCF_000765455.1	F0129_69
NZ_AZLN01000005.1_50	GCF_000762245.1	F0129_69
NZ_KN234831.1_2128	GCF_000764285.1	F0129_69
NZ_CM002918.1_2442	GCF_000762955.1	F0129_70
NZ_KN234831.1_831	GCF_000764285.1	F0129_70
NZ_CM002918.1_1506	GCF_000762955.1	F0129_71
NZ_CM002918.1_1638	GCF_000762955.1	F0129_71
NZ_AZLN01000026.1_7	GCF_000762245.1	F0129_71
NZ_KN234831.1_1729	GCF_000764285.1	F0129_71
NZ_KN234831.1_1861	GCF_000764285.1	F0129_71
NZ_JRTS01000147.1_10	GCF_000765455.1	F0026_01
NZ_JRTS01000147.1_11	GCF_000765455.1	F0026_01
NZ_JRTS01000193.1_6	GCF_000765455.1	F0026_01
NZ_JRTS01000193.1_7	GCF_000765455.1	F0026_01
NZ_CM002918.1_368	GCF_000762955.1	F0026_02
NZ_KN234831.1_2945	GCF_000764285.1	F0026_02
NZ_CM002918.1_2503	GCF_000762955.1	F0026_03
NZ_JRTS01000060.1_14	GCF_000765455.1	F0026_03
NZ_KN234831.1_780	GCF_000764285.1	F0026_03
NZ_CM002918.1_2000	GCF_000762955.1	F0026_04
NZ_JRTS01000165.1_8	GCF_000765455.1	F0026_04
NZ_AZLN01000003.1_7	GCF_000762245.1	F0026_04
NZ_AZLN01000003.1_345	GCF_000762245.1	F0026_04
NZ_KN234831.1_1305	GCF_000764285.1	F0026_04
NZ_JRTS01000218.1_1	GCF_000765455.1	F0026_05
NZ_CM002918.1_2377	GCF_000762955.1	F0026_06
NZ_JRTS01000233.1_2	GCF_000765455.1	F0026_06
NZ_AZLN01000003.1_267	GCF_000762245.1	F0026_06
NZ_KN234831.1_896	GCF_000764285.1	F0026_06
NZ_CM002918.1_2376	GCF_000762955.1	F0026_07
NZ_JRTS01000123.1_26	GCF_000765455.1	F0026_07
NZ_JRTS01000233.1_1	GCF_000765455.1	F0026_07
NZ_AZLN01000003.1_266	GCF_000762245.1	F0026_07
NZ_KN234831.1_897	GCF_000764285.1	F0026_07
NZ_CM002918.1_2997	GCF_000762955.1	F0026_08
NZ_KN234831.1_292	GCF_000764285.1	F0026_08
NZ_CM002918.1_2502	GCF_000762955.1	F0026_09
NZ_JRTS01000060.1_15	GCF_000765455.1	F0026_09
NZ_KN234831.1_781	GCF_000764285.1	F0026_09
NZ_CM002918.1_1999	GCF_000762955.1	F0026_10
NZ_JRTS01000165.1_7	GCF_000765455.1	F0026_10
NZ_AZLN01000003.1_6	GCF_000762245.1	F0026_10
NZ_AZLN01000003.1_346	GCF_000762245.1	F0026_10
NZ_KN234831.1_1306	GCF_000764285.1	F0026_10
NZ_CM002918.1_2996	GCF_000762955.1	F0026_11
NZ_KN234831.1_293	GCF_000764285.1	F0026_11
NZ_AZLN01000028.1_24	GCF_000762245.1	F0026_12
NZ_CM002918.1_2072	GCF_000762955.1	F0026_13
NZ_KN234831.1_1226	GCF_000764285.1	F0026_13
NZ_AZLN01000034.1_109	GCF_000762245.1	F0026_14
NZ_CM002918.1_2430	GCF_000762955.1	F0026_15
NZ_AZLN01000028.1_25	GCF_000762245.1	F0026_15
NZ_KN234831.1_843	GCF_000764285.1	F0026_15
NZ_JRTS01000002.1_1	GCF_000765455.1	F0026_16
NZ_CM002918.1_1224	GCF_000762955.1	F0026_17
NZ_JRTS01000066.1_1	GCF_000765455.1	F0026_17
NZ_AZLN01000030.1_59	GCF_000762245.1	F0026_17
NZ_KN234831.1_2117	GCF_000764285.1	F0026_17
NZ_CM002918.1_894	GCF_000762955.1	F0026_18
NZ_AZLN01000001.1_158	GCF_000762245.1	F0026_18
NZ_KN234831.1_2396	GCF_000764285.1	F0026_18
NZ_CM002918.1_895	GCF_000762955.1	F0026_19
NZ_JRTS01000134.1_1	GCF_000765455.1	F0026_19
NZ_JRTS01000187.1_5	GCF_000765455.1	F0026_19
NZ_AZLN01000001.1_159	GCF_000762245.1	F0026_19
NZ_AZLN01000030.1_4	GCF_000762245.1	F0026_19
NZ_KN234831.1_2395	GCF_000764285.1	F0026_19
NZ_CM002918.1_2915	GCF_000762955.1	F0042_01
NZ_AZLN01000001.1_3	GCF_000762245.1	F0042_01
NZ_KN234831.1_371	GCF_000764285.1	F0042_01
NZ_CM002918.1_2983	GCF_000762955.1	F0042_02
NZ_KN234831.1_306	GCF_000764285.1	F0042_02
NZ_CM002918.1_2998	GCF_000762955.1	F0042_03
NZ_KN234831.1_291	GCF_000764285.1	F0042_03
NZ_AZLN01000003.1_299	GCF_000762245.1	F0042_04
NZ_AZLN01000032.1_15	GCF_000762245.1	F0042_04
NZ_CM002918.1_2152	GCF_000762955.1	F0042_05
NZ_KN234831.1_1144	GCF_000764285.1	F0042_05
NZ_AZLN01000001.1_35	GCF_000762245.1	F0042_06
NZ_AZLN01000029.1_66	GCF_000762245.1	F0042_06
NZ_CM002918.1_2888	GCF_000762955.1	F0042_07
NZ_CM002918.1_2975	GCF_000762955.1	F0042_07
NZ_AZLN01000006.1_90	GCF_000762245.1	F0042_07
NZ_KN234831.1_398	GCF_000764285.1	F0042_07
NZ_CM002918.1_2829	GCF_000762955.1	F0042_08
NZ_CM002918.1_2837	GCF_000762955.1	F0042_08
NZ_CM002918.1_2847	GCF_000762955.1	F0042_08
NZ_JRTS01000136.1_7	GCF_000765455.1	F0042_08
NZ_AZLN01000001.1_80	GCF_000762245.1	F0042_08
NZ_KN234831.1_423	GCF_000764285.1	F0042_08
NZ_KN234831.1_432	GCF_000764285.1	F0042_08
NZ_KN234831.1_433	GCF_000764285.1	F0042_08
NZ_KN234831.1_441	GCF_000764285.1	F0042_08
NZ_CM002918.1_145	GCF_000762955.1	F0042_09
NZ_KN234831.1_114	GCF_000764285.1	F0042_09
NZ_CM002918.1_1954	GCF_000762955.1	F0042_10
NZ_KN234831.1_1351	GCF_000764285.1	F0042_10
NZ_CM002918.1_2651	GCF_000762955.1	F0042_11
NZ_KN234831.1_630	GCF_000764285.1	F0042_11
NZ_CM002918.1_3009	GCF_000762955.1	F0042_12
NZ_AZLN01000031.1_74	GCF_000762245.1	F0042_12
NZ_KN234831.1_280	GCF_000764285.1	F0042_12
NZ_JRTS01000034.1_12	GCF_000765455.1	F0042_13
NZ_CM002918.1_162	GCF_000762955.1	F0042_14
NZ_JRTS01000035.1_1	GCF_000765455.1	F0042_14
NZ_AZLN01000034.1_79	GCF_000762245.1	F0042_14
NZ_KN234831.1_99	GCF_000764285.1	F0042_14
NZ_CM002918.1_146	GCF_000762955.1	F0042_15
NZ_JRTS01000182.1_2	GCF_000765455.1	F0042_15
NZ_KN234831.1_113	GCF_000764285.1	F0042_15
NZ_CM002918.1_1885	GCF_000762955.1	F0042_16
NZ_JRTS01000043.1_2	GCF_000765455.1	F0042_16
NZ_AZLN01000007.1_58	GCF_000762245.1	F0042_16
NZ_KN234831.1_1422	GCF_000764285.1	F0042_16
NZ_CM002918.1_345	GCF_000762955.1	F0145_01
NZ_CM002918.1_640	GCF_000762955.1	F0145_01
NZ_CM002918.1_1572	GCF_000762955.1	F0145_01
NZ_CM002918.1_2389	GCF_000762955.1	F0145_01
NZ_JRTS01000010.1_6	GCF_000765455.1	F0145_01
NZ_JRTS01000010.1_7	GCF_000765455.1	F0145_01
NZ_JRTS01000029.1_1	GCF_000765455.1	F0145_01
NZ_JRTS01000064.1_2	GCF_000765455.1	F0145_01
NZ_JRTS01000076.1_6	GCF_000765455.1	F0145_01
NZ_AZLN01000003.1_192	GCF_000762245.1	F0145_01
NZ_AZLN01000012.1_3	GCF_000762245.1	F0145_01
NZ_AZLN01000029.1_76	GCF_000762245.1	F0145_01
NZ_KN234831.1_884	GCF_000764285.1	F0145_01
NZ_KN234831.1_1794	GCF_000764285.1	F0145_01
NZ_KN234831.1_2659	GCF_000764285.1	F0145_01
NZ_KN234831.1_2968	GCF_000764285.1	F0145_01
NZ_CM002918.1_2295	GCF_000762955.1	F0145_02
NZ_KN234831.1_995	GCF_000764285.1	F0145_02
NZ_CM002918.1_26	GCF_000762955.1	F0145_03
NZ_KN234831.1_232	GCF_000764285.1	F0145_03
NZ_CM002918.1_2151	GCF_000762955.1	F0145_04
NZ_KN234831.1_1145	GCF_000764285.1	F0145_04
NZ_CM002918.1_1126	GCF_000762955.1	F0145_05
NZ_KN234831.1_2211	GCF_000764285.1	F0145_05
NZ_CM002918.1_2663	GCF_000762955.1	F0145_06
NZ_JRTS01000188.1_6	GCF_000765455.1	F0145_06
NZ_KN234831.1_623	GCF_000764285.1	F0145_06
NZ_CM002918.1_623	GCF_000762955.1	F0145_07
NZ_JRTS01000077.1_6	GCF_000765455.1	F0145_07
NZ_KN234831.1_2676	GCF_000764285.1	F0145_07
NZ_JRTS01000077.1_19	GCF_000765455.1	F0145_08
NZ_JRTS01000077.1_20	GCF_000765455.1	F0145_08
NZ_AZLN01000006.1_36	GCF_000762245.1	F0145_09
NZ_CM002918.1_347	GCF_000762955.1	F0145_10
NZ_KN234831.1_2966	GCF_000764285.1	F0145_10
NZ_CM002918.1_414	GCF_000762955.1	F0145_11
NZ_CM002918.1_2893	GCF_000762955.1	F0145_11
NZ_JRTS01000104.1_4	GCF_000765455.1	F0145_11
NZ_JRTS01000104.1_5	GCF_000765455.1	F0145_11
NZ_AZLN01000001.1_114	GCF_000762245.1	F0145_11
NZ_KN234831.1_392	GCF_000764285.1	F0145_11
NZ_KN234831.1_2900	GCF_000764285.1	F0145_11
NZ_CM002918.1_1447	GCF_000762955.1	F0145_12
NZ_KN234831.1_1920	GCF_000764285.1	F0145_12
NZ_CM002918.1_2272	GCF_000762955.1	F0145_13
NZ_AZLN01000034.1_7	GCF_000762245.1	F0145_13
NZ_KN234831.1_1019	GCF_000764285.1	F0145_13
NZ_KN196490.1_17	GCF_000762955.1	F0702_01
NZ_AZLN01000003.1_317	GCF_000762245.1	F0702_02
NZ_CM002918.1_2555	GCF_000762955.1	F0702_03
NZ_AZLN01000032.1_43	GCF_000762245.1	F0702_03
NZ_KN234831.1_727	GCF_000764285.1	F0702_03
NZ_CM002918.1_2378	GCF_000762955.1	F0702_04
NZ_JRTS01000080.1_4	GCF_000765455.1	F0702_04
NZ_AZLN01000008.1_70	GCF_000762245.1	F0702_04
NZ_KN234831.1_895	GCF_000764285.1	F0702_04
NZ_CM002918.1_1609	GCF_000762955.1	F0702_05
NZ_AZLN01000006.1_40	GCF_000762245.1	F0702_05
NZ_KN234831.1_1757	GCF_000764285.1	F0702_05
NZ_CM002918.1_653	GCF_000762955.1	F0702_06
NZ_AZLN01000001.1_69	GCF_000762245.1	F0702_06
NZ_KN234831.1_2646	GCF_000764285.1	F0702_06
NZ_CM002918.1_2766	GCF_000762955.1	F0702_07
NZ_KN234831.1_511	GCF_000764285.1	F0702_07
NZ_AZLN01000003.1_5	GCF_000762245.1	F0702_08
NZ_CM002918.1_2332	GCF_000762955.1	F0702_09
NZ_KN234831.1_955	GCF_000764285.1	F0702_09
NZ_CM002918.1_786	GCF_000762955.1	F0702_10
NZ_AZLN01000008.1_126	GCF_000762245.1	F0702_10
NZ_KN234831.1_2502	GCF_000764285.1	F0702_10
NZ_CM002918.1_2719	GCF_000762955.1	F0702_11
NZ_CM002918.1_3145	GCF_000762955.1	F0702_11
NZ_AZLN01000031.1_27	GCF_000762245.1	F0702_11
NZ_KN234831.1_560	GCF_000764285.1	F0702_11
NZ_AZLN01000008.1_115	GCF_000762245.1	F0702_12
NZ_CM002918.1_241	GCF_000762955.1	F0702_13
NZ_KN234831.1_24	GCF_000764285.1	F0702_13
NZ_CM002918.1_306	GCF_000762955.1	F0702_14
NZ_AZLN01000003.1_169	GCF_000762245.1	F0702_14
NZ_KN234831.1_3001	GCF_000764285.1	F0702_14
NZ_CM002918.1_1091	GCF_000762955.1	F0702_15
NZ_CM002918.1_1416	GCF_000762955.1	F0702_15
NZ_CM002918.1_1560	GCF_000762955.1	F0702_15
NZ_CM002918.1_2603	GCF_000762955.1	F0702_15
NZ_JRTS01000150.1_2	GCF_000765455.1	F0702_15
NZ_JRTS01000059.1_2	GCF_000765455.1	F0702_15
NZ_JRTS01000060.1_5	GCF_000765455.1	F0702_15
NZ_AZLN01000002.1_7	GCF_000762245.1	F0702_15
NZ_AZLN01000029.1_13	GCF_000762245.1	F0702_15
NZ_KN234831.1_681	GCF_000764285.1	F0702_15
NZ_KN234831.1_908	GCF_000764285.1	F0702_15
NZ_KN234831.1_1807	GCF_000764285.1	F0702_15
NZ_KN234831.1_1952	GCF_000764285.1	F0702_15
NZ_KN234831.1_2242	GCF_000764285.1	F0702_15
NZ_CM002918.1_2565	GCF_000762955.1	F0714_01
NZ_KN234831.1_717	GCF_000764285.1	F0714_01
NZ_CM002918.1_1409	GCF_000762955.1	F0714_02
NZ_JRTS01000174.1_3	GCF_000765455.1	F0714_02
NZ_KN234831.1_1959	GCF_000764285.1	F0714_02
NZ_JRTS01000074.1_14	GCF_000765455.1	F0714_03
NZ_CM002918.1_1656	GCF_000762955.1	F0714_04
NZ_AZLN01000008.1_69	GCF_000762245.1	F0714_04
NZ_KN234831.1_1711	GCF_000764285.1	F0714_04
NZ_AZLN01000006.1_92	GCF_000762245.1	F0714_05
NZ_CM002918.1_2563	GCF_000762955.1	F0714_06
NZ_KN234831.1_719	GCF_000764285.1	F0714_06
NZ_KN234831.1_911	GCF_000764285.1	F0714_07
NZ_CM002918.1_2344	GCF_000762955.1	F0714_08
NZ_KN234831.1_943	GCF_000764285.1	F0714_08
NZ_CM002918.1_2493	GCF_000762955.1	F0714_09
NZ_KN234831.1_790	GCF_000764285.1	F0714_09
NZ_CM002918.1_1741	GCF_000762955.1	F0714_10
NZ_JRTS01000105.1_6	GCF_000765455.1	F0714_10
NZ_KN234831.1_1573	GCF_000764285.1	F0714_10
NZ_CM002918.1_132	GCF_000762955.1	F0714_11
NZ_AZLN01000003.1_237	GCF_000762245.1	F0714_11
NZ_KN234831.1_127	GCF_000764285.1	F0714_11
NZ_CM002918.1_2506	GCF_000762955.1	F0714_12
NZ_AZLN01000033.1_14	GCF_000762245.1	F0714_12
NZ_KN234831.1_777	GCF_000764285.1	F0714_12
NZ_KN234831.1_919	GCF_000764285.1	F0714_13
NZ_JRTS01000169.1_4	GCF_000765455.1	F0714_14
NZ_AZLN01000003.1_236	GCF_000762245.1	F0714_14
NZ_AZLN01000007.1_50	GCF_000762245.1	F0714_15
NZ_AZLN01000032.1_66	GCF_000762245.1	F0714_15
NZ_AZLN01000003.1_302	GCF_000762245.1	F0714_16
NZ_CM002918.1_2974	GCF_000762955.1	F0714_17
NZ_CM002918.1_3005	GCF_000762955.1	F0714_17
NZ_KN234831.1_284	GCF_000764285.1	F0714_17
NZ_CM002918.1_1402	GCF_000762955.1	F0714_18
NZ_JRTS01000174.1_10	GCF_000765455.1	F0714_18
NZ_AZLN01000003.1_222	GCF_000762245.1	F0714_18
NZ_KN234831.1_1966	GCF_000764285.1	F0714_18
NZ_CM002918.1_2277	GCF_000762955.1	F0714_19
NZ_AZLN01000023.1_42	GCF_000762245.1	F0714_19
NZ_KN234831.1_1014	GCF_000764285.1	F0714_19
NZ_JRTS01000107.1_1	GCF_000765455.1	F1044_01
NZ_JRTS01000110.1_11	GCF_000765455.1	F1044_01
NZ_JRTS01000183.1_7	GCF_000765455.1	F1044_01
NZ_CM002918.1_2388	GCF_000762955.1	F1044_02
NZ_JRTS01000060.1_8	GCF_000765455.1	F1044_02
NZ_KN234831.1_885	GCF_000764285.1	F1044_02
NZ_CM002918.1_1568	GCF_000762955.1	F1044_03
NZ_KN234831.1_1798	GCF_000764285.1	F1044_03
NZ_CM002918.1_186	GCF_000762955.1	F1044_04
NZ_AZLN01000001.1_147	GCF_000762245.1	F1044_04
NZ_AZLN01000002.1_72	GCF_000762245.1	F1044_04
NZ_KN234831.1_75	GCF_000764285.1	F1044_04
NZ_JRTS01000183.1_6	GCF_000765455.1	F1044_05
NZ_AZLN01000001.1_146	GCF_000762245.1	F1044_05
NZ_CM002918.1_2096	GCF_000762955.1	F1044_06
NZ_JRTS01000159.1_3	GCF_000765455.1	F1044_06
NZ_AZLN01000003.1_70	GCF_000762245.1	F1044_06
NZ_KN234831.1_1202	GCF_000764285.1	F1044_06
NZ_CM002918.1_555	GCF_000762955.1	F1044_07
NZ_JRTS01000034.1_8	GCF_000765455.1	F1044_07
NZ_KN234831.1_2750	GCF_000764285.1	F1044_07
NZ_CM002918.1_2558	GCF_000762955.1	F1044_08
NZ_KN234831.1_724	GCF_000764285.1	F1044_08
NZ_CM002918.1_124	GCF_000762955.1	F1044_09
NZ_JRTS01000099.1_5	GCF_000765455.1	F1044_09
NZ_AZLN01000003.1_173	GCF_000762245.1	F1044_09
NZ_KN234831.1_134	GCF_000764285.1	F1044_09
